action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,254,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10800,71300,863,48,536,4319
1,Loan originated,2,Not Hispanic or Latino,85,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,419,109000,124,1158,837,2084
1,Loan originated,2,Not Hispanic or Latino,81,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",152,95200,291,1794,1364,4877
1,Loan originated,2,Not Hispanic or Latino,139,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11233,71300,264,798,422,6031
1,Loan originated,2,Not Hispanic or Latino,56,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Orleans County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,2,Manufactured housing,6,"Commercial bank, savings bank or savings association",25,69700,16,1699,1341,4688
1,Loan originated,2,Not Hispanic or Latino,195,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10802,71300,920,2470,2259,7001
1,Loan originated,2,Not Hispanic or Latino,93,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,423,109000,168,1433,1339,3987
1,Loan originated,2,Not Hispanic or Latino,96,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",166,95200,230,2324,1878,6243
1,Loan originated,2,Not Hispanic or Latino,450,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,New York County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11248,71300,665,236,1426,3971
1,Loan originated,2,Not Hispanic or Latino,150,5,White,2,Female,2,Not Hispanic or Latino,3,Black or African American,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),422,109000,332,851,395,4749
1,Loan originated,2,Not Hispanic or Latino,88,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10879,71300,500,816,434,3841
1,Loan originated,2,Not Hispanic or Latino,136,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,2,Not Hispanic or Latino,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),429,109000,345,1921,1819,6474
1,Loan originated,2,Not Hispanic or Latino,393,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Orange County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",170,71300,335,1754,1553,5018
1,Loan originated,1,Hispanic or Latino,227,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11306,71300,516,1093,713,4497
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",491,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,330074,71300,723,976,754,2926
1,Loan originated,2,Not Hispanic or Latino,266,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,157146,71300,787,166,1401,4678
1,Loan originated,2,Not Hispanic or Latino,96,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,430,109000,200,1531,1441,4692
1,Loan originated,2,Not Hispanic or Latino,268,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Orange County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,176,71300,417,2760,1958,7160
1,Loan originated,2,Not Hispanic or Latino,105,2,Asian,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),11318,71300,232,2582,1914,8490
1,Loan originated,2,Not Hispanic or Latino,167,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,450,109000,417,1796,1650,5332
1,Loan originated,2,Not Hispanic or Latino,297,5,White,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,New York County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),157175,71300,376,257,91,8463
1,Loan originated,2,Not Hispanic or Latino,66,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Jefferson County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,2,Manufactured housing,6,"Commercial bank, savings bank or savings association",54,57200,32,2675,2048,6954
1,Loan originated,2,Not Hispanic or Latino,62,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),187,95200,209,1216,814,4077
1,Loan originated,2,Not Hispanic or Latino,55,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),157579,69000,74,1760,1533,4487
1,Loan originated,2,Not Hispanic or Latino,138,2,Asian,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,452,109000,287,1531,1441,4692
1,Loan originated,2,Not Hispanic or Latino,207,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",236,109000,321,1282,895,3249
1,Loan originated,2,Not Hispanic or Latino,90,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,451,71300,340,1538,1274,4475
1,Loan originated,2,Not Hispanic or Latino,296,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,189,95200,408,1809,1120,5328
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",130,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,1157239,71300,15,721,305,8570
1,Loan originated,2,Not Hispanic or Latino,273,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,454,109000,410,1318,1299,4295
1,Loan originated,2,Not Hispanic or Latino,174,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10912,109000,498,1491,1401,4381
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",96,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,461,109000,274,1213,1154,3961
1,Loan originated,2,Not Hispanic or Latino,94,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",198,95200,120,543,622,2588
1,Loan originated,2,Not Hispanic or Latino,472,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11337,109000,544,3870,2206,5748
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",118,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),471,109000,264,1805,1651,5715
1,Loan originated,2,Not Hispanic or Latino,79,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11050,71300,400,243,787,6928
